Date,Open,High,Low,Close,Adj Close,Volume,Returns,MA10,MA15,Volatility,RSI
2015-01-02,9869.129883,9879.530273,9687.259766,9764.730469,9764.730469,67673900.0,,,,,
2015-01-05,9735.650391,9790.269531,9468.580078,9473.160156,9473.160156,105538300.0,-0.02985953518385842,,,,
2015-01-06,9484.25,9624.650391,9382.820313,9469.660156,9469.660156,96812300.0,-0.000369464882084114,,,,
2015-01-07,9510.339844,9592.370117,9459.179688,9518.179688,9518.179688,82466600.0,0.00512368249765105,,,,
2015-01-08,9643.769531,9855.429688,9607.900391,9837.610352,9837.610352,114825000.0,0.03356005816981167,,,,
2015-01-09,9813.990234,9860.179688,9601.75,9648.5,9648.5,107473400.0,-0.019223200069268143,,,,
2015-01-12,9697.459961,9815.959961,9622.320313,9781.900391,9781.900391,101315800.0,0.013826023837902213,,,,
2015-01-13,9759.570313,9978.94043,9755.019531,9941.0,9941.0,116360600.0,0.01626469322324975,,,,
2015-01-14,9810.700195,9962.980469,9768.099609,9817.080078,9817.080078,121316800.0,-0.012465538879388283,,,,
2015-01-15,9933.450195,10063.179688,9637.330078,10032.610352,10032.610352,147822300.0,0.021954621158994048,9728.4431642,,,
2015-01-16,9985.509766,10207.969727,9940.639648,10167.769531,10167.769531,141081500.0,0.013471985281782173,9768.747070399999,,0.31347810366280454,
2015-01-19,10231.580078,10293.040039,10191.980469,10242.349609,10242.349609,80650300.0,0.007334949693009518,9845.6660157,,0.2492581633353612,
2015-01-20,10278.549805,10298.419922,10211.389648,10257.129883,10257.129883,109024400.0,0.001443055018060635,9924.4129884,,0.24772607860002682,
2015-01-21,10270.330078,10311.900391,10149.769531,10299.230469,10299.230469,116237900.0,0.004104519147191121,10002.518066499999,,0.24812478698873505,
2015-01-22,10300.259766,10454.049805,10228.530273,10435.620117,10435.620117,151255800.0,0.013242702783525795,10062.319043,9912.435416733333,0.20716582424111327,67.77576468971881
2015-01-23,10503.330078,10704.320313,10502.849609,10649.580078,10649.580078,167797300.0,0.02050285067884494,10162.4270508,9971.425390666667,0.1630476882219228,71.28226998630768
2015-01-26,10592.969727,10807.570313,10589.070313,10798.330078,10798.330078,105118600.0,0.013967686886292352,10264.0700195,10059.770052133334,0.16314306811994575,73.44566791198463
2015-01-27,10785.900391,10810.570313,10592.459961,10628.580078,10628.580078,115893500.0,-0.015720023260433647,10332.828027300002,10137.031380266668,0.20283708095618877,67.22214675457009
2015-01-28,10719.400391,10728.830078,10552.759766,10710.969727,10710.969727,113074200.0,0.0077517079793694155,10422.216992200001,10216.5507162,0.17219101855126795,68.61234399789244
2015-01-29,10666.429688,10743.570313,10607.719727,10737.870117,10737.870117,100310000.0,0.0025114803501116167,10492.7429687,10276.568033866668,0.15766791772165425,69.07355172020819
2015-01-30,10801.379883,10804.040039,10642.589844,10694.320313,10694.320313,108714500.0,-0.004055720876252056,10545.3980469,10346.289388066669,0.16159268364198565,67.34820639296349
2015-02-02,10719.179688,10828.009766,10677.389648,10828.009766,10828.009766,100490400.0,0.01250097706887332,10603.9640626,10416.030013066667,0.16561668750397993,69.83882975379852
2015-02-03,10867.610352,10984.69043,10860.030273,10890.950195,10890.950195,134336000.0,0.005812742171477758,10667.346093799999,10479.360026066666,0.16397178583038927,70.96184902589714
2015-02-04,10892.5,10912.240234,10803.099609,10911.320313,10911.320313,98694500.0,0.0018703710544332175,10728.555078200001,10552.309375066667,0.16509821839545494,71.33386085971803
2015-02-05,10840.790039,10926.730469,10822.75,10905.410156,10905.410156,87662700.0,-0.0005416536982201237,10775.534082099999,10610.496028666666,0.162265635820381,71.04945489333822
2015-02-06,10866.200195,10877.669922,10802.889648,10846.389648,10846.389648,78680500.0,-0.0054120392681908935,10795.2150391,10655.7373698,0.14132276483976944,68.12827066904615
2015-02-09,10765.209961,10767.219727,10614.120117,10663.509766,10663.509766,102797300.0,-0.016860899150319852,10781.733007899998,10683.8147136,0.15177052486187514,59.908922492207886
2015-02-10,10675.589844,10797.459961,10594.320313,10753.830078,10753.830078,93678100.0,0.00847003603710128,10794.2580079,10716.928059933334,0.13464852361480384,62.32634179531951
2015-02-11,10765.0,10791.589844,10696.780273,10752.110352,10752.110352,69851700.0,-0.00015991753519695173,10798.372070399999,10747.120052133334,0.129641546524889,62.249375998357834
2015-02-12,10746.910156,10955.450195,10746.910156,10919.650391,10919.650391,107103000.0,0.015582060964323574,10816.5500978,10779.388737066667,0.15049151138998804,66.5793480189454
2015-02-13,10952.389648,11013.849609,10948.490234,10963.400391,10963.400391,99482300.0,0.004006538527649095,10843.458105599999,10800.310091266667,0.14723371412821637,67.62366599944153
2015-02-16,10946.879883,10963.490234,10909.490234,10923.230469,10923.230469,61995500.0,-0.0036640020949134655,10852.9801759,10808.636784,0.13868561146509828,65.59687665113455
2015-02-17,10847.730469,10921.259766,10765.019531,10895.620117,10895.620117,77400400.0,-0.0025276727501408747,10853.447168100001,10826.439453266667,0.13673673582857934,64.1731747476949
2015-02-18,10931.719727,10980.980469,10909.599609,10961.0,10961.0,70942100.0,0.006000565575702277,10858.4151368,10843.108138133333,0.13979186567037502,66.05208439891732
2015-02-19,10932.490234,11022.259766,10874.969727,11001.94043,11001.94043,87999500.0,0.0037350998996441565,10868.068164200002,10860.712825666667,0.14055524682844717,67.2116880503545
2015-02-20,10976.769531,11081.80957,10946.900391,11050.639648,11050.639648,136029000.0,0.004426420803661735,10888.4931642,10884.467448,0.13677727712635834,68.58626879161798
2015-02-23,11150.469727,11158.549805,11069.769531,11130.919922,11130.919922,76625500.0,0.00726476263430853,10935.234179800002,10904.661458399998,0.08959821422444746,70.76230384481933
2015-02-24,11128.169922,11228.370117,11090.730469,11205.740234,11205.740234,82593800.0,0.006721844422950207,10980.425195400001,10925.647460999999,0.08773782039437113,72.66291763931864
2015-02-25,11208.269531,11225.599609,11174.780273,11210.269531,11210.269531,80915300.0,0.00040419435980298957,11026.2411133,10945.577408866666,0.087006631708091,72.7782795039665
2015-02-26,11206.660156,11330.629883,11187.0,11327.19043,11327.19043,85073000.0,0.010429802662342391,11066.9951172,10973.696093800001,0.07038205307040048,75.63650049801583
2015-02-27,11337.110352,11401.660156,11301.339844,11401.660156,11401.660156,94058100.0,0.006574421650294315,11110.8210937,11010.714127666666,0.07188041931592183,77.27327687631387
2015-03-02,11408.280273,11455.080078,11362.879883,11410.360352,11410.360352,80280900.0,0.000763063964454469,11159.534082,11060.504166733332,0.06145236107026231,77.46376373965231
2015-03-03,11424.669922,11465.230469,11280.360352,11280.360352,11280.360352,84804300.0,-0.011393154641011316,11198.0081055,11095.606185,0.09584409498459624,68.25760882301091
2015-03-04,11317.240234,11390.379883,11193.299805,11390.379883,11390.379883,79990900.0,0.009753192944806477,11240.9460938,11138.157487066666,0.10033933725962381,71.35978899757185
2015-03-05,11427.639648,11532.820313,11409.049805,11504.009766,11504.009766,83133300.0,0.009975952002232225,11291.1530274,11177.114778733334,0.10489539288048605,74.16778496333959
2015-03-06,11513.889648,11600.370117,11495.200195,11550.969727,11550.969727,83005800.0,0.0040820515589956585,11341.1860353,11216.286067799998,0.10491566879857848,75.24785747865855
2015-03-09,11510.349609,11586.94043,11461.860352,11582.110352,11582.110352,70116300.0,0.0026959316608032857,11386.3050783,11260.211393333333,0.10399570131138143,75.96550397338126
2015-03-10,11555.969727,11577.75,11402.669922,11500.379883,11500.379883,93041600.0,-0.007056612872444856,11415.7690432,11300.528711066667,0.11618789847780925,70.21177901313135
2015-03-11,11531.549805,11822.530273,11531.549805,11805.990234,11805.990234,107890400.0,0.026573935305542307,11475.3411135,11356.861393333333,0.16585077634133577,77.17379651774773
2015-03-12,11795.910156,11830.139648,11754.900391,11799.389648,11799.389648,119851500.0,-0.0005590878756609463,11522.5610353,11410.024674533333,0.16539572910374706,76.75653816363887
2015-03-13,11845.900391,11903.330078,11744.929688,11901.610352,11901.610352,104888400.0,0.008663219628256336,11572.5560549,11466.7560548,0.16658434559508561,78.67910588067151
2015-03-16,11955.820313,12219.049805,11955.330078,12167.719727,12167.719727,112369900.0,0.02235910663595897,11648.291992399998,11535.8760418,0.1875248462819249,82.69257017848172
2015-03-17,12163.080078,12195.580078,11930.540039,11980.849609,11980.849609,104121300.0,-0.015357858513566525,11718.3409181,11587.550000133335,0.1988378281014107,72.38768729230236
2015-03-18,12002.240234,12017.910156,11814.480469,11922.769531,11922.769531,114361600.0,-0.0048477428475832696,11771.579882900001,11635.050000133335,0.20477396349307134,69.48923526516569
